PassengerId,Survived
100139,0.1156379
100140,0.09064779
100141,0.2872126
100142,0.2673323
100143,0.7402991
100144,0.19862393
100145,0.7402991
100146,0.6631315
100147,0.27656874
100148,0.36273503
100149,0.205811
100150,0.01980257
100151,0.32582217
100152,0.7402991
100153,0.023997247
100154,0.36273503
100155,0.11948624
100156,0.35471305
100157,0.7402991
100158,0.36273503
100159,0.36273503
100160,0.10460886
100161,0.36273503
100162,0.01174134
100163,0.7402991
100164,0.36273503
100165,0.12146592
100166,0.7402991
100167,0.16742322
100168,0.14952257
100169,0.7402991
100170,0.7402991
100171,0.02790764
100172,0.09614453
100173,0.7402991
100174,0.7402991
100175,0.09401137
100176,0.10707775
100177,0.10548511
100178,0.7402991
100179,0.7402991
100180,0.11415106
100181,0.7402991
100182,0.36273503
100183,0.35453182
100184,0.7402991
100185,0.11377764
100186,0.2482551
100187,0.25165942
100188,0.7402991
100189,0.3386775
100190,0.7402991
100191,0.20562422
100192,0.103723556
100193,0.36273503
100194,0.11963996
100195,0.36273503
100196,0.10323304
100197,0.35452247
100198,0.7402991
100199,0.7402991
100200,0.7402991
100201,0.36273503
100202,0.7402991
100203,0.7402991
100204,0.19056007
100205,0.36273503
100206,0.11936706
100207,0.36273503
100208,0.122317255
100209,0.7402991
100210,0.10652313
100211,0.36273503
100212,0.7402991
100213,0.7402991
100214,0.36273503
100215,0.3666277
100216,0.13619572
100217,0.16168955
100218,0.09420666
100219,0.36273503
100220,0.28103852
100221,0.33149838
100222,0.11405006
100223,0.00038829446
100224,0.17328015
100225,0.36273503
100226,0.62396103
100227,0.13642764
100228,0.268738
100229,0.17526823
100230,0.12367177
100231,0.7402991
100232,0.1296764
100233,0.36273503
100234,0.13966027
100235,0.0006647706
100236,0.16878867
100237,0.7402991
100238,0.7402991
100239,0.10181567
100240,0.11744976
100241,0.11055207
100242,0.11870733
100243,0.21464434
100244,0.097109586
100245,0.27685347
100246,0.36273503
100247,0.30885237
100248,0.1304189
100249,0.11911136
100250,0.26667494
100251,0.36273503
100252,0.36273503
100253,0.11732495
100254,0.119222105
100255,0.36273503
100256,0.36273503
100257,0.16584593
100258,0.12394422
100259,0.101044446
100260,0.26042354
100261,0.7402991
100262,0.36273503
100263,0.7402991
100264,0.20810324
100265,0.22325161
100266,0.13214204
100267,0.7402991
100268,0.022978038
100269,0.1150758
100270,0.36273503
100271,0.22355458
100272,0.36273503
100273,0.36273503
100274,0.24461958
100275,0.7402991
100276,0.26795512
100277,0.11917442
100278,0.31747505
100279,0.7402991
100280,0.1458121
100281,0.12029174
100282,0.36273503
100283,0.35254812
100284,0.16943899
100285,0.0035781264
100286,0.10917553
100287,0.7402991
100288,0.36273503
100289,0.7402991
100290,0.36273503
100291,0.7402991
100292,0.35438612
100293,0.12465903
100294,0.11404666
100295,0.10761905
100296,0.2814925
100297,0.36273503
100298,0.32599407
100299,0.25822186
100300,0.36273503
100301,0.7402991
100302,0.23674852
100303,0.7402991
100304,0.13335219
100305,0.0009227991
100306,0.27140862
100307,0.18881404
100308,0.36273503
100309,0.18622428
100310,0.35550314
100311,0.0045952797
100312,0.7402991
100313,0.12359318
100314,0.12159392
100315,0.19648063
100316,0.36273503
100317,0.35514778
100318,0.18773586
100319,0.0015698671
100320,0.7402991
100321,0.36273503
100322,0.14418012
100323,0.109371275
100324,0.09693295
100325,0.7402991
100326,0.3552443
100327,0.1310226
100328,0.7402991
100329,0.7402991
100330,0.11989972
100331,0.11902386
100332,0.20495671
100333,0.7402991
100334,0.11288887
100335,0.013858497
100336,0.14039034
100337,0.7402991
100338,0.090940505
100339,0.36273503
100340,0.120544225
100341,0.09371251
100342,0.15506506
100343,0.36273503
100344,0.12311518
100345,0.7402991
100346,0.7402991
100347,0.13640341
100348,4.5422727e-08
100349,0.2807558
100350,0.32100198
100351,0.18089265
100352,0.10939893
100353,0.1215896
100354,0.32667047
100355,0.0004271567
100356,0.7402991
100357,0.29963875
100358,0.10317403
100359,0.7402991
100360,0.12195727
100361,0.36273503
100362,0.7402991
100363,0.7402991
100364,0.108509004
100365,0.29601157
100366,0.7402991
100367,0.108003885
100368,0.36273503
100369,0.09453416
100370,0.11048737
100371,0.11550915
100372,0.07406446
100373,0.15927443
100374,0.11680561
100375,0.33660775
100376,0.11441299
100377,0.12747353
100378,0.102190524
100379,0.33083534
100380,0.113598585
100381,0.7402991
100382,0.36273503
100383,0.09598479
100384,0.111732036
100385,0.36273503
100386,0.1318093
100387,0.7402991
100388,0.17845458
100389,0.24034533
100390,0.36273503
100391,0.040011793
100392,0.3503522
100393,0.1192421
100394,0.36273503
100395,0.27550846
100396,0.18146399
100397,0.22782058
100398,0.36273503
100399,0.7402991
100400,0.16404054
100401,0.7402991
100402,0.36273503
100403,0.18664634
100404,0.7402991
100405,0.2581942
100406,0.18113363
100407,0.29052746
100408,0.7402991
100409,0.36273503
100410,0.36273503
100411,0.19502306
100412,0.19443774
100413,0.7402991
100414,0.36273503
100415,0.13267523
100416,0.36273503
100417,0.09686962
100418,0.7402991
100419,0.7402991
100420,0.36273503
100421,0.7402991
100422,0.7402991
100423,0.36273503
100424,0.11800799
100425,0.18709624
100426,0.35502756
100427,0.7402991
100428,0.36273503
100429,0.3137188
100430,0.7402991
100431,0.7402991
100432,0.7402991
100433,0.36273503
100434,0.7402991
100435,0.10177207
100436,0.11576077
100437,0.34756535
100438,0.20739886
100439,0.109861374
100440,0.10692179
100441,0.12544787
100442,0.7402991
100443,0.20182478
100444,0.052090526
100445,0.7402991
100446,0.112799704
100447,0.7402991
100448,0.11517811
100449,0.14369807
100450,0.23740688
100451,0.36273503
100452,0.1186896
100453,0.26839793
100454,0.111889124
100455,0.18159857
100456,0.7402991
100457,0.36273503
100458,0.31361577
100459,0.2940914
100460,0.28550214
100461,0.5931516
100462,0.7402991
100463,0.14182475
100464,0.4485722
100465,0.2669564
100466,0.7402991
100467,0.36273503
100468,0.13295841
100469,0.30683243
100470,0.25391978
100471,0.09729236
100472,0.34188336
100473,0.1321125
100474,0.13379154
100475,0.09874609
100476,0.36125904
100477,0.36273503
100478,0.25068778
100479,0.7402991
100480,0.11202502
100481,0.12895262
100482,0.7402991
100483,0.36273503
100484,0.7402991
100485,0.104923934
100486,0.7402991
100487,0.7402991
100488,0.36273503
100489,0.12307879
100490,0.7402991
100491,0.36273503
100492,0.36273503
100493,0.1484538
100494,0.34655797
100495,0.18139258
100496,0.1676392
100497,0.09589237
100498,0.3178565
100499,0.7402991
100500,0.7402991
100501,0.18299106
100502,0.36273503
100503,0.04671815
100504,0.032784283
100505,0.19788969
100506,0.19302535
100507,0.32618496
100508,0.17227328
100509,0.11816612
100510,0.7402991
100511,0.33647954
100512,0.1108371
100513,0.10385701
100514,0.27569056
100515,0.7402991
100516,0.31099808
100517,0.10611871
100518,0.36273503
100519,0.7402991
100520,0.7402991
100521,0.1056138
100522,0.36273503
100523,0.19476655
100524,0.10755107
100525,0.09926191
100526,0.11769116
100527,0.18407288
100528,0.15484786
100529,0.7402991
100530,0.011947066
100531,0.22082278
100532,0.2703087
100533,0.26520574
100534,0.12718025
100535,0.7402991
100536,0.7402991
100537,0.27838793
100538,0.12527338
100539,0.21098733
100540,0.32984728
100541,0.116437554
100542,0.355219
100543,0.11508602
100544,0.33634007
100545,0.7402991
100546,0.35207877
100547,0.36273503
100548,0.7402991
100549,0.00091174245
100550,0.7402991
100551,0.7402991
100552,0.013474226
100553,0.7402991
100554,0.177221
100555,0.35395807
100556,0.15179554
100557,0.36273503
100558,0.14526093
100559,0.1298731
100560,0.06528434
100561,0.3118673
100562,0.36273503
100563,0.7402991
100564,0.36273503
100565,0.35868788
100566,0.35588562
100567,0.7402991
100568,0.12191579
100569,0.7402991
100570,0.6401238
100571,0.7402991
100572,0.36273503
100573,0.20178393
100574,0.08118856
100575,0.7402991
100576,0.12989646
100577,0.36273503
100578,0.19839585
100579,0.2391127
100580,0.116620034
100581,0.002177924
100582,0.36273503
100583,0.14517581
100584,0.11526111
100585,0.36273503
100586,0.007355362
100587,0.28251147
100588,0.1185191
100589,0.12585458
100590,0.36273503
100591,0.7402991
100592,0.3116213
100593,0.27455258
100594,0.10099593
100595,0.7402991
100596,0.17277026
100597,0.7402991
100598,0.36273503
100599,0.10173491
100600,0.7402991
100601,0.10946199
100602,0.115659535
100603,0.7402991
100604,0.11714128
100605,0.12041786
100606,0.098780245
100607,0.1285077
100608,0.09518686
100609,0.10330555
100610,0.24380803
100611,0.17616686
100612,0.120331496
100613,0.0019640923
100614,0.7402991
100615,0.36273503
100616,0.30504137
100617,0.7402991
100618,0.120132476
100619,0.7402991
100620,0.11533442
100621,0.06257582
100622,0.3573205
100623,0.11949113
100624,0.16173226
100625,0.7402991
100626,0.111245036
100627,0.7402991
100628,0.15775925
100629,0.23784888
100630,0.36273503
100631,0.20156822
100632,0.24191791
100633,0.2006318
100634,0.7402991
100635,0.10424745
100636,0.13955623
100637,0.19103134
100638,0.7402991
100639,0.7402991
100640,0.25920996
100641,0.36273503
100642,0.14447689
100643,0.36273503
100644,0.12305802
100645,0.14863229
100646,0.11627686
100647,0.36273503
100648,0.09567684
100649,0.2001405
100650,0.7402991
100651,0.18378478
100652,0.021772712
100653,0.28338045
100654,0.053243577
100655,0.1947226
100656,0.11087459
100657,0.18537667
100658,0.7402991
100659,0.20918378
100660,0.111700326
100661,0.15774351
100662,0.20899665
100663,0.31869376
100664,0.26537472
100665,0.11846468
100666,0.016138732
100667,0.7402991
100668,0.3528537
100669,0.1788978
100670,0.12045622
100671,0.7402991
100672,0.36273503
100673,0.16099623
100674,0.7402991
100675,0.7402991
100676,0.24300718
100677,0.10360938
100678,0.1564092
100679,0.7402991
100680,0.7402991
100681,0.114167035
100682,0.7402991
100683,0.36273503
100684,0.09906173
100685,0.24931434
100686,0.0058563054
100687,0.36273503
100688,0.36273503
100689,0.19146684
100690,0.12826559
100691,0.16314262
100692,0.7402991
100693,0.18358096
100694,0.24818602
100695,0.36273503
100696,0.36273503
100697,0.36273503
100698,0.10610369
100699,0.102420926
100700,0.7402991
100701,0.1731478
100702,0.7402991
100703,0.35539985
100704,0.18142131
100705,0.19199571
100706,0.44167382
100707,0.3408928
100708,0.7402991
100709,0.061896592
100710,0.11325717
100711,0.11005387
100712,0.1329878
100713,0.16220436
100714,0.7402991
100715,0.36273503
100716,0.36273503
100717,0.36273503
100718,0.7402991
100719,0.103170246
100720,0.7402991
100721,0.32328647
100722,0.17781031
100723,0.7402991
100724,0.12334594
100725,0.36273503
100726,0.21025372
100727,0.094569206
100728,0.16314283
100729,0.7402991
100730,0.015227914
100731,0.09632835
100732,0.11437759
100733,0.09920463
100734,0.15107924
100735,0.7402991
100736,0.36273503
100737,0.1212171
100738,8.4001726e-07
100739,0.35399407
100740,0.36273503
100741,0.26983148
100742,0.0944736
100743,0.00417608
100744,0.120545566
100745,0.19429827
100746,0.7402991
100747,0.19785187
100748,0.13051736
100749,0.36273503
100750,0.1171436
100751,0.1342721
100752,0.7402991
100753,0.113547534
100754,0.7402991
100755,0.23517418
100756,0.110230654
100757,0.09149876
100758,0.36273503
100759,0.7402991
100760,0.36273503
100761,0.119295806
100762,0.36158103
100763,0.15587857
100764,0.36273503
100765,0.36273503
100766,0.19209686
100767,0.35579002
100768,0.092357844
100769,0.2321311
100770,0.36273503
100771,0.7402991
100772,0.7402991
100773,0.2764647
100774,0.18818936
100775,0.1736049
100776,0.36273503
100777,0.14341953
100778,0.7402991
100779,0.36273503
100780,0.7402991
100781,0.12612736
100782,0.7402991
100783,0.11933908
100784,0.0046997666
100785,0.7402991
100786,0.10137722
100787,0.13363719
100788,0.7402991
100789,0.7402991
100790,0.14715272
100791,0.7402991
100792,0.31040603
100793,0.020966172
100794,0.36273503
100795,0.1429506
100796,0.24502957
100797,0.10597244
100798,0.36273503
100799,0.12624544
100800,0.7402991
100801,0.11732265
100802,0.34818965
100803,0.26813763
100804,0.31608516
100805,0.0011957586
100806,0.7402991
100807,0.10904294
100808,0.7402991
100809,0.7402991
100810,0.18095875
100811,0.36273503
100812,0.36273503
100813,0.089978814
100814,0.36273503
100815,0.7402991
100816,0.12386605
100817,0.09822345
100818,0.10206193
100819,0.11273113
100820,0.7402991
100821,0.39132953
100822,0.3327279
100823,0.34852576
100824,0.12145835
100825,0.7402991
100826,0.7402991
100827,0.115995675
100828,0.12216607
100829,0.11523241
100830,0.14498913
100831,0.018449694
100832,0.36273503
100833,0.18965179
100834,0.7402991
100835,0.11550525
100836,0.2644928
100837,0.7402991
100838,0.36273503
100839,0.15284622
100840,0.15033019
100841,0.1824404
100842,0.30809462
100843,0.1891326
100844,0.16160452
100845,0.10696828
100846,0.2601992
100847,0.111293614
100848,0.5476094
100849,0.30251324
100850,0.106962025
100851,0.36273503
100852,0.36273503
100853,0.2858659
100854,0.7402991
100855,0.7402991
100856,0.7402991
100857,0.20265365
100858,0.11476961
100859,0.1001347
100860,0.1530303
100861,0.19271559
100862,0.20822942
100863,0.36273503
100864,0.19934896
100865,0.11476034
100866,0.7402991
100867,0.1404472
100868,0.11983499
100869,0.36273503
100870,0.36273503
100871,0.7402991
100872,0.1373936
100873,0.33384034
100874,0.08639127
100875,0.12212807
100876,0.7402991
100877,0.22881019
100878,0.06658262
100879,0.7402991
100880,0.48641503
100881,0.7402991
100882,0.11587259
100883,0.11619675
100884,0.10049823
100885,0.11370209
100886,0.18466967
100887,0.114525616
100888,0.25031662
100889,0.13909376
100890,0.10805175
100891,0.04704681
100892,0.7402991
100893,0.25752378
100894,0.7402991
100895,0.296327
100896,0.12661085
100897,0.7402991
100898,0.12075609
100899,0.7402991
100900,0.28621686
100901,0.7402991
100902,0.27246004
100903,0.17715219
100904,0.13277674
100905,0.11834249
100906,0.36273503
100907,2.6166237e-05
100908,0.11737281
100909,0.7402991
100910,0.11085847
100911,0.13103655
100912,0.12290442
100913,0.7402991
100914,0.687412
100915,0.07345754
100916,0.3485426
100917,0.2216365
100918,0.036219746
100919,0.29160997
100920,0.36273503
100921,0.27137244
100922,0.09781426
100923,0.28096986
100924,0.14546934
100925,0.7402991
100926,0.18759611
100927,0.7402991
100928,0.36273503
100929,0.11768192
100930,9.282454e-16
100931,0.36273503
100932,0.7402991
100933,0.7402991
100934,0.11242396
100935,0.7402991
100936,0.7402991
100937,0.00016328692
100938,0.36273503
100939,0.12690091
100940,0.11106795
100941,0.100521505
100942,0.7402991
100943,0.11779714
100944,0.14572644
100945,0.0009511113
100946,0.10430983
100947,0.11205244
100948,0.7402991
100949,0.35338804
100950,0.13567743
100951,0.02098769
100952,0.14937657
100953,0.093440145
100954,0.7402991
100955,0.7402991
100956,0.11691868
100957,0.0011848807
100958,0.11498949
100959,0.12053242
100960,0.14025787
100961,0.11687139
100962,0.7402991
100963,0.36273503
100964,0.1099585
100965,0.25114167
100966,0.11339101
100967,0.14190432
100968,0.7402991
100969,0.13867202
100970,0.20359689
100971,0.11715281
100972,0.11992809
100973,0.36273503
100974,0.26170945
100975,0.17321631
100976,0.7402991
100977,0.10674968
100978,0.098317534
100979,0.36273503
100980,0.7402991
100981,0.3143199
100982,0.7402991
100983,0.7402991
100984,0.2123197
100985,0.7402991
100986,0.15779641
100987,0.022848666
100988,0.36273503
100989,0.16067818
100990,0.11613086
100991,0.36273503
100992,0.11921787
100993,0.36273503
100994,0.7402991
100995,0.24123755
100996,0.7402991
100997,0.31139937
100998,0.7402991
100999,0.7402991
101000,0.22074094
101001,0.36273503
101002,0.2574653
101003,0.104878634
101004,0.36273503
101005,0.36273503
101006,0.2599479
101007,0.12015569
101008,0.04905042
101009,0.19454432
101010,0.13048628
101011,0.003844887
101012,0.12076494
101013,0.7402991
101014,0.7402991
101015,0.35315907
101016,0.22729117
101017,0.11926383
101018,0.7402991
101019,0.22741964
101020,0.17214248
101021,0.10267493
101022,0.36273503
101023,0.34368324
101024,0.10737643
101025,0.7402991
101026,0.15466872
101027,0.36273503
101028,0.36273503
101029,0.1667937
101030,0.3243065
101031,0.36273503
101032,0.01443699
101033,0.11844528
101034,0.7402991
101035,0.19142362
101036,0.117277384
101037,0.116592795
101038,0.7402991
101039,0.7402991
101040,0.7402991
101041,0.15419853
101042,0.36273503
101043,0.11662355
101044,0.10780901
101045,0.005693823
101046,0.13914815
101047,0.25082812
101048,0.16395697
101049,0.7402991
101050,0.00011275837
101051,0.18010631
101052,0.1927816
101053,0.36273503
101054,0.11568406
101055,0.1744276
101056,0.32906377
101057,0.29492223
101058,0.27566707
101059,0.30913213
101060,0.10934064
101061,0.36273503
101062,0.0061721504
101063,0.17914444
101064,0.7402991
101065,0.16335064
101066,0.49451452
101067,0.25863254
101068,0.211626
101069,0.016002297
101070,0.006139308
101071,0.6142823
101072,0.11642912
101073,0.36058807
101074,0.10528931
101075,0.12398842
101076,0.31240952
101077,0.10903317
101078,0.7043335
101079,0.36273503
101080,0.13702092
101081,0.011356592
101082,0.12757084
101083,0.3248987
101084,0.7402991
101085,0.018380642
101086,0.1556609
101087,0.11478943
101088,0.16096765
101089,0.112089396
101090,0.61368775
101091,0.109478295
101092,0.11207312
101093,0.07563028
101094,0.18696791
101095,1.7763733e-07
101096,0.14725643
101097,0.11974096
101098,0.35742587
101099,0.7402991
101100,0.36273503
101101,0.36273503
101102,0.13516802
101103,0.10534674
101104,0.14477545
101105,0.3450545
101106,0.324215
101107,0.7402991
101108,0.12476233
101109,0.7402991
101110,0.7402991
101111,0.2959267
101112,0.097350955
101113,0.13325197
101114,0.25909424
101115,0.7402991
101116,0.7402991
101117,0.108510435
101118,0.32306826
101119,0.7402991
101120,0.32596868
101121,0.15411836
101122,0.7402991
101123,0.7402991
101124,0.36273503
101125,0.7402991
101126,0.2153886
101127,0.12293473
101128,0.14936599
101129,0.22105336
101130,0.7402991
101131,0.15655982
101132,0.12293932
101133,0.12601566
101134,0.00022163987
101135,0.24929875
101136,0.14309752
101137,0.2915398
101138,0.27984565
101139,0.7402991
101140,0.15065467
101141,0.7402991
101142,0.11462057
101143,0.33948016
101144,0.7402991
101145,0.11891708
101146,0.112471074
101147,0.12844187
101148,0.7402991
101149,0.36273503
101150,0.17669761
101151,0.36273503
101152,0.098777175
101153,0.7402991
101154,0.36273503
101155,0.7402991
101156,0.15877968
101157,0.7402991
101158,0.3563
101159,0.28734654
101160,0.36273503
101161,0.36273503
101162,0.36273503
101163,0.31650722
101164,0.35324633
101165,0.36273503
101166,0.24323848
101167,0.30028626
101168,0.7402991
101169,0.35208732
101170,0.23213735
101171,0.36273503
101172,0.7402991
101173,0.123244345
101174,0.36273503
101175,0.36273503
101176,0.7402991
101177,0.2904523
101178,0.16312441
101179,0.2798619
101180,0.35656318
101181,0.22685465
101182,0.116736114
101183,0.32121375
101184,0.0032300353
101185,0.36273503
101186,0.11733556
101187,0.18217707
101188,0.10952878
101189,0.7402991
101190,0.18357915
101191,0.14978695
101192,0.03752199
101193,0.7402991
101194,0.36273503
101195,0.098623306
101196,0.113640904
101197,0.36273503
101198,0.36273503
101199,0.7402991
101200,0.7402991
101201,0.7402991
101202,0.13305223
101203,0.003488183
101204,0.7402991
101205,0.36273503
101206,0.7402991
101207,0.22594562
101208,0.22328132
101209,0.11554065
101210,0.29725045
101211,0.7402991
101212,0.17600209
101213,0.36273503
101214,0.36273503
101215,0.017307192
101216,0.31158125
101217,0.12223971
101218,0.7402991
101219,0.7402991
101220,0.092392534
101221,0.44886744
101222,0.104308695
101223,0.14333564
101224,0.36273503
101225,0.14300328
101226,0.27270412
101227,0.0035348237
101228,0.7402991
101229,0.10402551
101230,0.36273503
101231,0.28629273
101232,0.12743273
101233,0.016331524
101234,0.7402991
101235,0.36273503
101236,0.11738044
101237,0.12128535
101238,0.32742402
101239,0.12113875
101240,0.17666388
101241,0.16901255
101242,0.12051734
101243,0.12800542
101244,0.11979461
101245,0.09905484
101246,0.7402991
101247,0.7402991
101248,0.7402991
101249,0.120084465
101250,0.16166508
101251,0.04991585
101252,0.36273503
101253,0.026019514
101254,0.11754057
101255,0.7402991
101256,0.01900804
101257,0.26890564
101258,0.340843
101259,0.35188848
101260,0.30967614
101261,0.10981372
101262,0.18106991
101263,0.36273503
101264,0.7402991
101265,0.26407528
101266,0.7402991
101267,0.2616071
101268,0.10228273
101269,0.21005344
101270,0.3625271
101271,0.122471064
101272,0.106253564
101273,0.1868186
101274,0.35354686
101275,0.0061913133
101276,0.13059938
101277,0.22138229
101278,0.20027724
101279,0.7402991
101280,0.7402991
101281,0.7402991
101282,0.16403744
101283,0.36273503
101284,0.12420055
101285,0.09592524
101286,6.6980385e-07
101287,0.12969884
101288,0.7402991
101289,0.7402991
101290,0.20158535
101291,0.012157172
101292,0.7402991
101293,0.12704799
101294,0.2472075
101295,0.11726323
101296,0.7402991
101297,0.12997872
101298,0.26690987
101299,0.19100478
101300,0.7402991
101301,0.7402991
101302,0.36273503
101303,0.36273503
101304,0.36273503
101305,0.28393167
101306,0.2122752
101307,0.36126542
101308,0.35436368
101309,0.11681482
101310,0.111142576
101311,0.7402991
101312,0.09518489
101313,0.7402991
101314,0.24330959
101315,0.30191574
101316,0.1642802
101317,0.1189414
101318,0.7402991
101319,0.11630559
101320,0.36273503
101321,0.36273503
101322,0.36273503
101323,0.11863336
101324,0.13126448
101325,0.36273503
101326,0.34030026
101327,0.12635446
101328,0.10509199
101329,0.7402991
101330,0.0011509061
101331,0.10778415
101332,0.13467157
101333,0.35301608
101334,0.13170147
101335,0.15724465
101336,0.096387506
101337,0.11384183
101338,0.12705576
101339,0.7402991
101340,0.18617535
101341,0.34843993
101342,0.29467696
101343,0.14175856
101344,0.7402991
101345,0.11266726
101346,0.36166453
101347,0.3452968
101348,0.28040314
101349,0.35325614
101350,0.7402991
101351,0.092993975
101352,0.12289864
101353,0.129688
101354,0.10601324
101355,0.17339492
101356,0.34438488
101357,0.11474022
101358,0.36273503
101359,0.11700907
101360,0.34368962
101361,0.18712607
101362,0.270695
101363,0.0014201105
101364,0.36273503
101365,0.36273503
101366,0.3265066
101367,0.12641746
101368,0.1893256
101369,0.36273503
101370,0.1102792
101371,0.096313
101372,0.36273503
101373,0.07938281
101374,0.13127375
101375,0.10406616
101376,0.36273503
101377,0.36273503
101378,0.1371105
101379,0.10547343
101380,0.14877233
101381,0.11825165
101382,0.7402991
101383,0.10194972
101384,0.7402991
101385,0.09161252
101386,0.17270473
101387,0.10027239
101388,0.7402991
101389,0.2842159
101390,0.36273503
101391,0.7402991
101392,0.7402991
101393,0.7402991
101394,0.19122568
101395,0.11549014
101396,0.13665074
101397,0.35237134
101398,0.20728374
101399,0.36273503
101400,0.0008661151
101401,0.11109963
101402,0.12184793
101403,0.17523077
101404,0.7402991
101405,0.7402991
101406,0.11422706
101407,0.7402991
101408,0.16561425
101409,0.29127926
101410,0.7402991
101411,0.26425007
101412,0.18102762
101413,0.7402991
101414,0.36273503
101415,0.11413935
101416,0.36273503
101417,0.7402991
101418,0.15370712
101419,0.10570952
101420,0.25401962
101421,0.2733645
101422,0.023996592
101423,0.7402991
101424,0.36273503
101425,0.35503381
101426,0.7402991
101427,0.009284347
101428,0.7402991
101429,0.12725839
101430,0.3323245
101431,0.7402991
101432,0.36273503
101433,0.7402991
101434,0.36273503
101435,0.7402991
101436,0.36273503
101437,0.12426603
101438,0.351277
101439,0.36273503
101440,0.16576898
101441,0.1004768
101442,0.7402991
101443,0.1718753
101444,0.36273503
101445,0.118534595
101446,0.11797649
101447,0.36273503
101448,0.19782722
101449,0.7402991
101450,0.36273503
101451,0.09743589
101452,0.023607254
101453,0.16034737
101454,0.11958781
101455,0.25113612
101456,0.31548864
101457,0.7402991
101458,0.10152069
101459,0.36273503
101460,0.7402991
101461,0.14257815
101462,0.107893646
101463,0.25853443
101464,0.28395128
101465,0.10654813
101466,0.3137516
101467,0.2088643
101468,0.36273503
101469,0.26403657
101470,0.31274292
101471,0.7402991
101472,0.2859728
101473,0.36273503
101474,0.12504452
101475,0.33957437
101476,0.11436862
101477,0.7402991
101478,0.7402991
101479,0.36273503
101480,0.36273503
101481,0.002381295
101482,0.104397684
101483,0.36273503
101484,0.12233156
101485,0.7402991
101486,0.7402991
101487,0.10656226
101488,0.36273503
101489,0.36273503
101490,0.46424347
101491,0.36273503
101492,0.36273503
101493,0.7402991
101494,0.28895384
101495,0.7402991
101496,0.110085964
101497,0.1484434
101498,0.7402991
101499,0.33722854
101500,0.003983408
101501,0.0076829195
101502,0.7402991
101503,0.0068101287
101504,0.36273503
101505,0.098995596
101506,0.7402991
101507,0.15276173
101508,0.7402991
101509,0.059181035
101510,0.3285844
101511,0.13565147
101512,0.31646746
101513,0.3545196
101514,0.11883816
101515,0.7402991
101516,0.12544069
101517,0.36273503
101518,0.2611913
101519,0.36273503
101520,0.7402991
101521,0.26506677
101522,0.15503356
101523,0.19671294
101524,0.11594483
101525,0.7402991
101526,0.7402991
101527,0.36273503
101528,0.7402991
101529,0.11094764
101530,0.36273503
101531,0.15094432
101532,0.36273503
101533,0.20182931
101534,0.042007387
101535,0.28744155
101536,0.22721258
101537,0.13248223
101538,0.27366173
101539,0.12508577
101540,0.36273503
101541,0.36273503
101542,0.08956063
101543,0.2606941
101544,0.36273503
101545,0.7402991
101546,0.3095392
101547,0.7402991
101548,0.08875543
